Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,GARAGE_YEAR_OLD
1651,20,RL,60.0,9000,Pave,No,Reg,Lvl,AllPub,FR2,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,7,1971,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,Gd,CBlock,TA,TA,No,ALQ,240.0,Unf,0.0,624.0,864.0,GasA,Gd,Y,SBrkr,864,0,0,864,0.0,0.0,1,0,3,1,TA,5,Typ,0,No,Detchd,Unf,2.0,576.0,TA,TA,Y,200,0,0,0,0,0,No,GdWo,No,0,7,2009,WD,Normal,34
1652,160,RM,21.0,1680,Pave,No,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6,5,1973,1973,Gable,CompShg,HdBoard,HdBoard,BrkFace,504.0,TA,TA,CBlock,TA,TA,No,BLQ,254.0,Unf,0.0,229.0,483.0,GasA,TA,Y,SBrkr,483,504,0,987,1.0,0.0,1,1,2,1,TA,5,Typ,0,No,Detchd,Unf,1.0,264.0,TA,TA,Y,0,0,0,0,0,0,No,No,No,0,7,2009,WD,Normal,47
1653,160,RM,21.0,1680,Pave,No,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6,6,1972,1972,Gable,CompShg,HdBoard,HdBoard,BrkFace,425.0,TA,TA,CBlock,TA,TA,No,Rec,110.0,LwQ,294.0,79.0,483.0,GasA,TA,Y,SBrkr,483,504,0,987,1.0,0.0,1,1,2,1,TA,5,Typ,0,No,Detchd,Unf,1.0,288.0,TA,TA,Y,0,0,0,0,0,0,No,No,No,0,7,2009,WD,Normal,48
1654,160,RL,24.0,2308,Pave,No,Reg,Lvl,AllPub,FR2,Gtl,NPkVill,Norm,Norm,TwnhsE,2Story,6,5,1976,1976,Gable,CompShg,Plywood,Brk Cmn,None,0.0,TA,TA,CBlock,Gd,TA,No,ALQ,306.0,Unf,0.0,498.0,804.0,GasA,TA,Y,SBrkr,804,744,0,1548,0.0,0.0,2,1,3,1,TA,7,Typ,1,TA,Detchd,RFn,2.0,440.0,TA,TA,Y,108,0,0,0,0,0,No,No,No,0,9,2009,WD,Normal,44
1655,120,RL,24.0,2280,Pave,No,Reg,Lvl,AllPub,FR2,Gtl,NPkVill,Norm,Norm,Twnhs,1Story,7,5,1975,1975,Gable,CompShg,Plywood,Brk Cmn,None,0.0,TA,TA,CBlock,Gd,TA,No,ALQ,435.0,LwQ,622.0,0.0,1057.0,GasA,TA,Y,SBrkr,1055,0,0,1055,0.0,1.0,2,0,2,1,TA,4,Typ,1,Fa,Attchd,RFn,2.0,440.0,TA,TA,Y,0,27,0,0,0,0,No,No,No,0,8,2009,WD,Normal,45
1656,160,RL,24.0,2349,Pave,No,Reg,Lvl,AllPub,Inside,Gtl,NPkVill,Norm,Norm,Twnhs,2Story,6,5,1977,1977,Gable,CompShg,Plywood,Brk Cmn,None,0.0,TA,TA,CBlock,Gd,TA,No,ALQ,389.0,Unf,0.0,466.0,855.0,GasA,TA,Y,SBrkr,855,601,0,1456,0.0,0.0,2,1,3,1,TA,6,Typ,1,TA,Attchd,Unf,2.0,440.0,TA,TA,Y,0,28,0,0,0,0,No,No,No,0,5,2009,WD,Normal,43
1657,160,RL,24.0,2364,Pave,No,Reg,Lvl,AllPub,Inside,Gtl,NPkVill,Norm,Norm,TwnhsE,2Story,6,5,1978,1978,Gable,CompShg,Plywood,Brk Cmn,None,0.0,TA,TA,CBlock,Gd,TA,No,ALQ,320.0,Unf,0.0,484.0,804.0,GasA,TA,Y,SBrkr,804,744,0,1548,0.0,1.0,2,1,3,1,TA,7,Typ,1,TA,Detchd,Unf,2.0,440.0,TA,TA,Y,108,0,0,0,0,0,No,No,No,0,7,2009,WD,Normal,42
1658,160,RL,24.0,2364,Pave,No,Reg,Lvl,AllPub,Inside,Gtl,NPkVill,Norm,Norm,TwnhsE,2Story,6,5,1978,1978,Gable,CompShg,Plywood,Brk Cmn,None,0.0,Gd,TA,CBlock,Gd,TA,No,ALQ,279.0,Unf,0.0,576.0,855.0,GasA,TA,Y,SBrkr,855,601,0,1456,0.0,0.0,2,1,3,1,TA,6,Typ,1,TA,Attchd,Fin,2.0,440.0,TA,TA,Y,147,0,0,0,0,0,No,No,No,0,4,2009,WD,Normal,42
1659,120,RL,24.0,2104,Pave,No,Reg,Lvl,AllPub,Inside,Gtl,NPkVill,Norm,Norm,TwnhsE,1Story,7,6,1976,1976,Gable,CompShg,Plywood,Brk Cmn,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,536.0,Unf,0.0,300.0,836.0,GasA,TA,Y,SBrkr,836,0,0,836,0.0,1.0,1,0,2,1,TA,5,Typ,0,No,Attchd,Unf,1.0,345.0,TA,TA,Y,150,20,0,0,0,0,No,No,No,0,10,2009,WD,Normal,44
1660,20,RL,68.58035714285714,10710,Pave,No,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1966,2004,Hip,CompShg,HdBoard,HdBoard,BrkFace,165.0,Gd,TA,PConc,TA,TA,No,BLQ,644.0,Unf,0.0,220.0,864.0,GasA,Ex,Y,SBrkr,1120,0,0,1120,0.0,1.0,1,0,3,1,TA,5,Typ,1,TA,Attchd,RFn,2.0,656.0,TA,TA,Y,0,162,0,0,0,0,No,No,Shed,1200,7,2009,WD,Normal,54
1661,60,RL,110.0,14257,Pave,No,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,PosN,Norm,1Fam,2Story,9,5,2007,2007,Hip,CompShg,VinylSd,VinylSd,Stone,726.0,Ex,TA,PConc,Ex,TA,No,GLQ,1360.0,Unf,0.0,416.0,1776.0,GasA,Ex,Y,SBrkr,1794,978,0,2772,1.0,0.0,3,1,4,1,Ex,10,Typ,3,Gd,BuiltIn,Fin,3.0,754.0,TA,TA,Y,135,64,0,0,0,0,No,No,No,0,6,2009,WD,Normal,13
1662,60,RL,95.0,12350,Pave,No,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,9,5,2009,2009,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Ex,TA,No,GLQ,986.0,Unf,0.0,379.0,1365.0,GasA,Ex,Y,SBrkr,1365,1325,0,2690,1.0,0.0,2,1,3,1,Ex,8,Typ,1,Gd,Attchd,RFn,3.0,864.0,TA,TA,Y,0,197,0,0,0,0,No,No,No,0,7,2009,New,Partial,11
1663,20,RL,95.0,12350,Pave,No,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,9,5,2008,2008,Hip,CompShg,VinylSd,VinylSd,Stone,450.0,Ex,TA,PConc,Ex,TA,Av,GLQ,1232.0,Unf,0.0,788.0,2020.0,GasA,Ex,Y,SBrkr,2020,0,0,2020,1.0,0.0,2,0,3,1,Ex,7,Typ,1,Gd,Attchd,RFn,3.0,896.0,TA,TA,Y,192,98,0,0,0,0,No,No,No,0,5,2009,WD,Normal,12
1664,20,RL,105.0,13693,Pave,No,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,PosA,PosA,1Fam,1Story,10,5,2007,2007,Hip,CompShg,VinylSd,VinylSd,Stone,472.0,Ex,TA,PConc,Ex,TA,Gd,GLQ,2288.0,Unf,0.0,342.0,2630.0,GasA,Ex,Y,SBrkr,2674,0,0,2674,2.0,0.0,2,1,2,1,Ex,8,Typ,2,Gd,Attchd,Fin,3.0,762.0,TA,TA,Y,360,50,0,0,0,0,No,No,No,0,3,2009,WD,Normal,13
1665,20,RL,95.0,11578,Pave,No,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,9,5,2008,2008,Gable,CompShg,VinylSd,VinylSd,Stone,302.0,Ex,TA,PConc,Ex,TA,No,Unf,0.0,Unf,0.0,1736.0,1736.0,GasA,Ex,Y,SBrkr,1736,0,0,1736,0.0,0.0,2,0,3,1,Ex,7,Typ,1,Gd,Attchd,RFn,3.0,834.0,TA,TA,Y,319,90,0,0,0,0,No,No,No,0,7,2009,WD,Normal,12
1666,20,RL,129.0,16870,Pave,No,IR1,Lvl,AllPub,FR3,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2004,2005,Hip,CompShg,VinylSd,VinylSd,BrkFace,238.0,Gd,TA,PConc,Ex,TA,Gd,GLQ,1531.0,Unf,0.0,251.0,1782.0,GasA,Ex,Y,SBrkr,1782,0,0,1782,1.0,0.0,2,0,3,1,Gd,7,Typ,2,Gd,Attchd,Fin,3.0,932.0,TA,TA,Y,99,82,0,0,0,0,No,No,No,0,4,2009,WD,Normal,16
1667,60,RL,59.0,23303,Pave,No,IR3,Lvl,AllPub,CulDSac,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,Stone,20.0,Gd,TA,PConc,Ex,TA,Av,GLQ,1230.0,Unf,0.0,278.0,1508.0,GasA,Ex,Y,SBrkr,1508,1012,0,2520,1.0,0.0,2,1,5,1,Ex,10,Typ,1,Gd,BuiltIn,Fin,3.0,640.0,TA,TA,Y,192,273,0,0,0,0,No,No,No,0,6,2009,WD,Family,13
1668,20,RL,87.0,10367,Pave,No,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,9,5,2008,2008,Hip,CompShg,VinylSd,VinylSd,Stone,284.0,Ex,TA,PConc,Ex,TA,Mn,GLQ,1015.0,Unf,0.0,724.0,1739.0,GasA,Ex,Y,SBrkr,1743,0,0,1743,1.0,0.0,2,0,3,1,Ex,8,Typ,1,Gd,Attchd,RFn,3.0,927.0,TA,TA,Y,168,45,0,0,0,0,No,No,No,0,6,2009,ConLI,Normal,12
1669,20,RL,77.0,10872,Pave,No,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,9,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Stone,122.0,Gd,TA,PConc,Ex,Gd,Av,GLQ,1037.0,Unf,0.0,467.0,1504.0,GasA,Ex,Y,SBrkr,1531,0,0,1531,1.0,0.0,2,0,2,1,Ex,6,Typ,1,Gd,Attchd,Fin,3.0,700.0,TA,TA,Y,184,52,0,0,0,0,No,No,No,0,2,2009,WD,Normal,14
1670,20,RL,102.0,13514,Pave,No,IR1,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,1Story,9,5,2008,2008,Hip,CompShg,VinylSd,VinylSd,None,285.0,Ex,TA,PConc,Ex,TA,No,GLQ,1142.0,Unf,0.0,632.0,1774.0,GasA,Ex,Y,SBrkr,1808,0,0,1808,1.0,0.0,2,0,3,1,Ex,7,Typ,1,Gd,Attchd,Fin,3.0,850.0,TA,TA,Y,200,26,0,0,0,0,No,No,No,0,3,2009,WD,Normal,12
1671,20,RL,90.0,12878,Pave,No,IR1,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,1Story,7,5,2003,2004,Hip,CompShg,VinylSd,VinylSd,BrkFace,418.0,Gd,TA,PConc,Gd,TA,No,ALQ,1262.0,Unf,0.0,498.0,1760.0,GasA,Ex,Y,SBrkr,1760,0,0,1760,1.0,0.0,2,0,3,1,Gd,8,Typ,1,Gd,Attchd,Fin,2.0,583.0,TA,TA,Y,165,190,0,0,0,0,No,No,No,0,6,2009,WD,Normal,17
1672,20,RL,110.0,15274,Pave,No,IR1,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,1Story,9,5,2003,2003,Hip,CompShg,VinylSd,VinylSd,BrkFace,724.0,Gd,TA,PConc,Ex,TA,No,GLQ,1972.0,Unf,0.0,480.0,2452.0,GasA,Ex,Y,SBrkr,2452,0,0,2452,2.0,0.0,2,0,3,1,Ex,10,Typ,1,Gd,Attchd,Fin,3.0,886.0,TA,TA,Y,0,116,0,0,0,0,No,MnPrv,No,0,7,2009,WD,Normal,17
1673,60,RL,96.0,13262,Pave,No,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2003,2004,Gable,CompShg,VinylSd,VinylSd,Stone,186.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1082.0,1082.0,GasA,Ex,Y,SBrkr,1105,1295,0,2400,0.0,0.0,3,1,4,1,Gd,10,Typ,1,Gd,BuiltIn,Fin,3.0,730.0,TA,TA,Y,114,40,0,0,0,0,No,No,No,0,6,2009,WD,Normal,17
1674,20,RL,70.0,9658,Pave,No,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Stone,383.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1598.0,1598.0,GasA,Gd,Y,SBrkr,1606,0,0,1606,0.0,0.0,2,0,3,1,Gd,6,Typ,1,Gd,Attchd,RFn,3.0,871.0,TA,TA,Y,230,60,0,0,0,0,No,No,No,0,7,2009,WD,Normal,14
1675,120,RL,47.0,6904,Pave,No,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,6,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,Stone,240.0,Gd,TA,PConc,Gd,TA,Av,ALQ,836.0,Unf,0.0,522.0,1358.0,GasA,Ex,Y,SBrkr,1358,0,0,1358,0.0,0.0,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,RFn,2.0,484.0,TA,TA,Y,192,36,0,0,0,0,No,No,No,0,8,2009,WD,Normal,15
1676,120,RL,34.0,5122,Pave,No,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,Twnhs,1Story,6,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,Stone,135.0,Gd,TA,PConc,Gd,TA,Av,GLQ,881.0,Unf,0.0,425.0,1306.0,GasA,Ex,Y,SBrkr,1306,0,0,1306,1.0,0.0,2,0,1,1,Gd,5,Typ,1,Gd,Attchd,RFn,2.0,624.0,TA,TA,Y,170,63,0,0,0,0,No,No,No,0,3,2009,WD,Normal,15
1677,120,RL,80.0,10307,Pave,No,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,7,5,2007,2008,Gable,CompShg,VinylSd,VinylSd,Stone,176.0,Gd,TA,PConc,Gd,TA,No,GLQ,876.0,Unf,0.0,474.0,1350.0,GasA,Ex,Y,SBrkr,1358,0,0,1358,1.0,0.0,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,RFn,2.0,484.0,TA,TA,Y,192,26,0,0,0,0,No,No,No,0,5,2009,WD,Normal,12
1678,20,RL,100.0,14836,Pave,No,IR1,HLS,AllPub,Inside,Mod,NridgHt,Norm,Norm,1Fam,1Story,10,5,2004,2005,Hip,CompShg,CemntBd,CmentBd,Stone,730.0,Ex,TA,PConc,Ex,TA,Gd,GLQ,2146.0,Unf,0.0,346.0,2492.0,GasA,Ex,Y,SBrkr,2492,0,0,2492,1.0,0.0,2,1,2,1,Ex,8,Typ,1,Ex,Attchd,Fin,3.0,949.0,TA,TA,Y,226,235,0,0,0,0,No,No,No,0,2,2009,WD,Abnorml,16
1679,20,RL,117.0,15262,Pave,No,IR1,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2003,2004,Hip,CompShg,VinylSd,VinylSd,BrkFace,470.0,Gd,TA,PConc,Ex,TA,Gd,GLQ,1557.0,Unf,0.0,643.0,2200.0,GasA,Ex,Y,SBrkr,2200,0,0,2200,1.0,0.0,2,1,3,1,Ex,8,Typ,1,Gd,Attchd,Fin,3.0,685.0,TA,TA,Y,208,55,0,0,0,0,No,No,No,0,7,2009,WD,Normal,17
1680,120,RL,44.0,7390,Pave,No,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,9,5,2008,2009,Hip,CompShg,MetalSd,MetalSd,BrkFace,308.0,Ex,TA,PConc,Ex,TA,No,GLQ,800.0,Unf,0.0,1084.0,1884.0,GasA,Ex,Y,SBrkr,1884,0,0,1884,1.0,0.0,2,0,2,1,Ex,6,Typ,1,Gd,Attchd,Fin,2.0,649.0,TA,TA,Y,231,90,0,0,0,0,No,No,No,0,5,2009,New,Partial,12
1681,120,RL,48.0,6472,Pave,No,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,9,5,2008,2008,Hip,CompShg,VinylSd,VinylSd,BrkFace,500.0,Ex,TA,PConc,Ex,TA,No,Unf,0.0,Unf,0.0,1451.0,1451.0,GasA,Ex,Y,SBrkr,1456,0,0,1456,0.0,0.0,2,0,2,1,Ex,6,Typ,1,Gd,Attchd,RFn,2.0,539.0,TA,TA,Y,192,42,0,0,0,0,No,No,No,0,4,2009,WD,Normal,12
1682,20,RL,129.0,16770,Pave,No,Reg,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2002,2003,Hip,CompShg,VinylSd,VinylSd,BrkFace,270.0,Gd,TA,PConc,Ex,TA,Gd,GLQ,1196.0,Unf,0.0,516.0,1712.0,GasA,Ex,Y,SBrkr,1712,0,0,1712,1.0,0.0,2,0,3,1,Gd,8,Typ,1,Gd,Attchd,RFn,3.0,701.0,TA,TA,Y,218,183,0,0,0,0,No,No,No,0,9,2009,WD,Normal,18
1683,120,RL,48.0,3480,Pave,No,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,Stone,163.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,1405.0,1405.0,GasA,Ex,Y,SBrkr,1405,0,0,1405,0.0,0.0,2,0,2,1,Gd,6,Typ,1,TA,Attchd,RFn,2.0,478.0,TA,TA,Y,148,36,0,0,0,0,No,No,No,0,11,2009,WD,Normal,17
1684,60,RL,63.0,10928,Pave,No,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,RRAn,Norm,1Fam,2Story,7,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,Gd,No,Unf,0.0,Unf,0.0,728.0,728.0,GasA,Ex,Y,SBrkr,728,728,0,1456,0.0,0.0,2,1,3,1,Gd,8,Typ,1,Gd,Attchd,Fin,2.0,390.0,TA,TA,Y,100,0,0,0,0,0,No,No,No,0,6,2009,WD,Normal,15
1685,60,RL,57.0,8918,Pave,No,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Av,Unf,0.0,Unf,0.0,745.0,745.0,GasA,Ex,Y,SBrkr,745,745,0,1490,0.0,0.0,2,1,3,1,Gd,7,Typ,1,Gd,Attchd,Fin,2.0,392.0,TA,TA,Y,36,20,0,0,0,0,No,No,No,0,7,2009,WD,Normal,15
1686,120,RL,43.0,3182,Pave,No,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,16.0,Gd,TA,PConc,Gd,TA,Av,GLQ,16.0,Unf,0.0,1204.0,1220.0,GasA,Ex,Y,SBrkr,1220,0,0,1220,0.0,0.0,2,0,2,1,Gd,5,Typ,1,Gd,Attchd,Fin,2.0,397.0,TA,TA,Y,100,16,0,0,0,0,No,No,No,0,8,2009,WD,Normal,15
1687,80,RL,59.0,9434,Pave,No,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,7,5,2004,2005,Gable,CompShg,WdShing,Wd Shng,None,0.0,Gd,TA,PConc,Gd,TA,Mn,Unf,0.0,Unf,0.0,384.0,384.0,GasA,Ex,Y,SBrkr,744,630,0,1374,0.0,0.0,2,1,3,1,Gd,6,Typ,1,Gd,BuiltIn,Fin,2.0,400.0,TA,TA,Y,100,0,0,0,0,0,No,No,No,0,8,2009,WD,Normal,16
1688,60,RL,62.0,7984,Pave,No,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,200.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,868.0,868.0,GasA,Ex,Y,SBrkr,868,762,0,1630,0.0,0.0,2,1,3,1,Gd,7,Typ,1,Gd,BuiltIn,Fin,2.0,436.0,TA,TA,Y,120,48,0,0,0,0,No,No,No,0,9,2009,WD,Normal,16
1689,60,RL,61.0,10125,Pave,No,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Mn,Unf,0.0,Unf,0.0,846.0,846.0,GasA,Ex,Y,SBrkr,846,748,0,1594,0.0,0.0,2,1,3,1,Gd,7,Typ,1,Gd,Attchd,Fin,2.0,434.0,TA,TA,Y,300,48,0,0,0,0,No,MnPrv,No,0,7,2009,WD,Normal,16
1690,60,RL,68.58035714285714,8965,Pave,No,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,652.0,Unf,0.0,130.0,782.0,GasA,Ex,Y,SBrkr,806,683,0,1489,1.0,0.0,2,1,3,1,Gd,8,Typ,1,Gd,Attchd,Fin,2.0,400.0,TA,TA,Y,0,75,0,0,0,0,No,No,No,0,6,2009,WD,Normal,17
1691,60,RL,68.58035714285714,8174,Pave,No,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,494.0,Unf,0.0,204.0,698.0,GasA,Ex,Y,SBrkr,698,644,0,1342,1.0,0.0,2,1,3,1,Gd,7,Typ,1,TA,Attchd,Fin,2.0,393.0,TA,TA,Y,100,56,0,0,0,0,No,No,No,0,5,2009,WD,Normal,17
1692,60,RL,68.58035714285714,12891,Pave,No,IR1,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,8,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,No,100.0,Gd,TA,PConc,Ex,TA,No,GLQ,651.0,Unf,0.0,219.0,870.0,GasA,Ex,Y,SBrkr,878,1126,0,2004,1.0,0.0,2,1,4,1,Gd,8,Typ,1,Gd,BuiltIn,Fin,3.0,644.0,TA,TA,Y,0,48,0,0,0,0,No,No,No,0,7,2009,WD,Normal,18
1693,80,RL,61.0,9734,Pave,No,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,RRAn,Norm,1Fam,SLvl,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,241.0,Rec,113.0,30.0,384.0,GasA,Ex,Y,SBrkr,744,630,0,1374,0.0,0.0,2,1,3,1,Gd,7,Typ,0,No,BuiltIn,Fin,2.0,400.0,TA,TA,Y,0,0,0,0,0,0,No,No,No,0,5,2009,WD,Normal,16
1694,60,RL,42.0,8433,Pave,No,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,GLQ,683.0,Unf,0.0,111.0,794.0,GasA,Ex,Y,SBrkr,819,695,0,1514,1.0,0.0,2,1,3,1,TA,7,Typ,1,TA,Attchd,Fin,2.0,394.0,TA,TA,Y,0,72,0,0,0,0,No,No,No,0,6,2009,WD,Normal,20
1695,80,RL,62.0,7750,Pave,No,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,7,5,1999,2000,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,384.0,384.0,GasA,Ex,Y,SBrkr,774,656,0,1430,0.0,0.0,2,1,3,1,TA,7,Typ,1,TA,BuiltIn,RFn,2.0,400.0,TA,TA,Y,0,0,0,0,0,0,No,No,No,0,3,2009,WD,Normal,21
1696,60,RL,68.58035714285714,15896,Pave,No,IR2,Lvl,AllPub,CulDSac,Gtl,Gilbert,RRNn,Norm,1Fam,2Story,7,5,1999,1999,Gable,CompShg,VinylSd,VinylSd,BrkFace,210.0,Gd,TA,PConc,Gd,TA,No,ALQ,913.0,Unf,0.0,264.0,1177.0,GasA,Ex,Y,SBrkr,1223,1089,0,2312,1.0,0.0,2,1,4,1,Gd,8,Typ,1,TA,BuiltIn,Fin,3.0,658.0,TA,TA,Y,298,0,0,0,0,0,No,No,No,0,5,2009,WD,Normal,21
1697,80,RL,64.0,7848,Pave,No,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,7,6,1999,1999,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,TA,TA,No,Unf,0.0,Unf,0.0,384.0,384.0,GasA,Ex,Y,SBrkr,774,656,0,1430,0.0,0.0,2,1,3,1,TA,7,Typ,1,TA,BuiltIn,Fin,2.0,410.0,TA,TA,Y,0,0,0,0,0,0,No,No,No,0,6,2009,WD,Normal,21
1698,60,RL,106.0,12720,Pave,No,Reg,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,BrkFace,150.0,Gd,TA,PConc,Gd,TA,Mn,GLQ,1173.0,Unf,0.0,282.0,1455.0,GasA,Ex,Y,SBrkr,1466,1221,0,2687,1.0,0.0,2,1,4,1,Gd,10,Typ,2,TA,BuiltIn,RFn,3.0,810.0,TA,TA,Y,252,30,0,0,0,0,No,No,No,0,9,2009,WD,Normal,20
