Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,GARAGE_YEAR_OLD
1892,20,RL,64.0,6410,Pave,No,Reg,HLS,AllPub,Inside,Mod,Edwards,Norm,Norm,1Fam,1Story,4,5,1959,1959,Gable,CompShg,AsbShng,AsbShng,None,0.0,TA,TA,CBlock,TA,TA,No,LwQ,332.0,Rec,243.0,301.0,876.0,GasA,TA,Y,FuseA,876,0,0,876,0.0,0.0,1,0,3,1,TA,5,Typ,0,No,Detchd,Unf,1.0,320.0,TA,TA,Y,0,0,0,0,0,0,No,MnPrv,No,0,3,2009,WD,Normal,61
1893,20,RL,70.0,11767,Pave,No,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,5,1950,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,Fa,TA,Mn,Rec,1078.0,Unf,0.0,0.0,1078.0,GasA,TA,Y,FuseA,1368,0,0,1368,1.0,0.0,1,0,3,1,TA,6,Min1,0,No,Attchd,RFn,1.0,195.0,TA,TA,Y,0,41,211,0,0,0,No,No,Shed,900,6,2009,WD,Normal,70
1894,90,RL,65.0,10926,Pave,No,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,Duplex,1Story,5,5,1959,1959,Hip,CompShg,VinylSd,VinylSd,BrkFace,74.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,1678.0,1678.0,GasA,TA,Y,SBrkr,1678,0,0,1678,0.0,0.0,2,0,6,2,TA,10,Typ,0,No,No,No,0.0,0.0,No,No,Y,0,0,0,0,0,0,No,No,No,0,8,2009,WD,Normal,43
1895,20,RL,70.0,11767,Pave,No,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,5,1956,1956,Hip,CompShg,HdBoard,HdBoard,BrkFace,259.0,TA,TA,CBlock,TA,TA,No,Rec,546.0,Unf,0.0,604.0,1150.0,GasA,Ex,Y,SBrkr,1560,0,0,1560,0.0,0.0,1,0,2,1,TA,7,Min1,1,TA,Attchd,Unf,1.0,313.0,TA,TA,Y,0,0,0,0,0,0,No,No,No,0,5,2009,WD,Normal,64
1896,50,RL,45.0,8212,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,5,6,1941,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,626.0,Unf,0.0,94.0,720.0,GasA,Ex,Y,SBrkr,854,444,0,1298,0.0,0.0,1,0,3,1,TA,6,Typ,2,Gd,Detchd,Unf,1.0,256.0,TA,TA,Y,84,0,0,0,0,0,No,No,No,0,9,2009,WD,Normal,80
1897,50,RH,70.0,6300,Pave,Pave,Reg,Lvl,AllPub,Corner,Gtl,SWISU,Norm,Norm,1Fam,1.5Fin,5,4,1938,1950,Gable,CompShg,MetalSd,MetalSd,BrkFace,88.0,TA,TA,PConc,TA,Fa,No,LwQ,832.0,Unf,0.0,0.0,832.0,GasA,TA,Y,SBrkr,832,436,0,1268,0.0,0.0,1,1,3,1,TA,7,Typ,2,Gd,Basment,Unf,1.0,250.0,TA,TA,Y,0,0,55,0,0,0,No,No,No,0,7,2009,WD,Abnorml,82
1898,70,RL,43.0,5707,Pave,No,Reg,Bnk,AllPub,Inside,Gtl,SWISU,Feedr,Norm,1Fam,2Story,6,6,1935,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,583.0,583.0,GasA,Gd,Y,FuseF,647,595,0,1242,0.0,0.0,1,1,3,1,TA,6,Typ,1,Gd,Detchd,Unf,1.0,180.0,Fa,TA,Y,329,96,0,0,0,0,No,No,No,0,3,2009,WD,Normal,94
1899,30,RL,64.0,8574,Pave,No,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,6,8,1916,2000,Gable,CompShg,Stucco,Stucco,None,0.0,Gd,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,816.0,816.0,GasA,Ex,Y,SBrkr,1232,0,0,1232,0.0,0.0,1,0,3,1,Gd,6,Typ,1,Gd,Detchd,Unf,2.0,440.0,TA,TA,Y,0,0,180,0,0,0,No,No,No,0,10,2009,WD,Normal,104
1900,70,RL,53.0,7155,Pave,No,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,7,8,1918,1990,Gambrel,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,Fa,Mn,Unf,0.0,Unf,0.0,600.0,600.0,GasA,Ex,Y,SBrkr,628,600,0,1228,0.0,0.0,1,0,3,1,TA,6,Typ,1,Gd,Detchd,Unf,1.0,215.0,Fa,TA,Y,0,113,0,0,195,0,No,MnPrv,No,0,5,2009,WD,Normal,102
1901,50,RL,60.0,13680,Pave,No,Reg,HLS,AllPub,Inside,Mod,Crawfor,Norm,Norm,1Fam,1.5Fin,5,6,1940,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,CBlock,TA,TA,No,ALQ,728.0,Unf,0.0,112.0,840.0,GasA,Ex,Y,SBrkr,840,727,0,1567,1.0,0.0,1,1,2,1,TA,6,Min2,2,TA,Detchd,Unf,2.0,440.0,TA,TA,Y,0,21,150,0,0,0,No,GdPrv,No,0,2,2009,WD,Normal,59
1902,20,RL,80.0,14680,Pave,Grvl,IR1,HLS,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,5,4,1960,1960,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Rec,793.0,Unf,0.0,480.0,1273.0,GasA,Ex,Y,SBrkr,1273,0,0,1273,0.0,0.0,1,0,2,1,TA,5,Typ,0,No,Attchd,Unf,1.0,307.0,TA,TA,Y,483,0,0,0,115,0,No,MnPrv,No,0,6,2009,WD,Normal,60
1903,90,RL,68.58035714285714,8145,Pave,No,IR1,HLS,AllPub,Corner,Gtl,Crawfor,Norm,Norm,Duplex,2.5Unf,7,6,1940,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,TA,TA,BrkTil,TA,TA,No,LwQ,246.0,Unf,0.0,674.0,920.0,GasA,Ex,Y,SBrkr,1240,1240,0,2480,0.0,0.0,2,1,5,2,TA,13,Typ,2,Gd,Detchd,Unf,2.0,400.0,TA,TA,Y,0,0,57,0,0,0,No,No,No,0,7,2009,WD,Normal,80
1904,20,RL,70.0,9100,Pave,No,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Feedr,Norm,1Fam,1Story,5,6,1954,1954,Gable,CompShg,BrkFace,BrkFace,None,0.0,TA,Gd,BrkTil,TA,TA,Mn,Rec,154.0,ALQ,694.0,264.0,1112.0,GasA,Ex,Y,SBrkr,1112,0,0,1112,1.0,0.0,1,0,2,1,TA,6,Typ,1,Gd,Attchd,Unf,1.0,390.0,TA,TA,Y,0,0,0,0,0,0,No,MnPrv,No,0,10,2009,WD,Family,66
1905,20,RL,90.0,13339,Pave,No,IR1,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,6,6,1960,1960,Gable,CompShg,HdBoard,Plywood,Stone,132.0,TA,TA,CBlock,TA,TA,No,LwQ,65.0,BLQ,875.0,621.0,1561.0,GasA,TA,Y,SBrkr,1561,0,0,1561,1.0,0.0,2,0,3,1,TA,6,Typ,1,Gd,Attchd,Fin,2.0,463.0,TA,TA,Y,0,148,0,0,120,0,No,No,No,0,5,2009,WD,Normal,60
1906,50,RL,78.0,15600,Pave,No,Reg,Bnk,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1.5Fin,5,7,1949,2005,Gable,CompShg,BrkComm,Brk Cmn,None,0.0,TA,TA,BrkTil,TA,TA,No,BLQ,312.0,Rec,507.0,248.0,1067.0,GasW,Fa,N,SBrkr,986,537,0,1523,1.0,0.0,2,0,3,1,Fa,7,Maj2,1,TA,Attchd,Unf,1.0,295.0,TA,TA,Y,0,0,81,0,0,0,No,No,No,0,10,2009,WD,Normal,71
1907,20,RL,100.0,17500,Pave,No,Reg,Bnk,AllPub,Corner,Mod,Crawfor,PosA,Norm,1Fam,1Story,6,5,1954,1954,Gable,CompShg,HdBoard,HdBoard,Stone,420.0,TA,TA,PConc,TA,TA,Av,LwQ,784.0,BLQ,435.0,91.0,1310.0,GasA,Ex,Y,SBrkr,1906,0,0,1906,1.0,0.0,1,1,3,1,TA,6,Typ,2,Gd,Basment,Unf,2.0,576.0,TA,TA,Y,0,201,0,0,0,0,No,No,No,0,1,2009,WD,Normal,66
1908,160,RM,24.0,1733,Pave,No,Reg,Lvl,AllPub,Inside,Gtl,Blueste,Norm,Norm,Twnhs,2Story,6,6,1980,1980,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,TA,TA,No,Unf,0.0,Unf,0.0,516.0,516.0,GasA,TA,Y,SBrkr,516,516,0,1032,0.0,0.0,1,0,2,1,TA,5,Typ,1,TA,Detchd,Unf,2.0,452.0,TA,TA,Y,279,0,0,0,0,0,No,GdPrv,No,0,5,2009,WD,Normal,40
1909,160,RM,24.0,1488,Pave,No,Reg,Lvl,AllPub,Inside,Gtl,Blueste,Norm,Norm,TwnhsE,2Story,6,6,1980,1992,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,CBlock,Gd,TA,Mn,ALQ,471.0,Unf,0.0,90.0,561.0,GasA,TA,Y,SBrkr,561,668,0,1229,1.0,0.0,1,1,2,1,Gd,5,Typ,1,TA,Attchd,Fin,2.0,462.0,TA,TA,Y,176,0,0,0,0,0,No,GdPrv,No,0,10,2009,WD,Normal,40
1910,160,RM,24.0,1612,Pave,No,Reg,Lvl,AllPub,Inside,Gtl,Blueste,Norm,Norm,Twnhs,2Story,6,6,1980,1980,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,Gd,TA,No,Unf,0.0,Unf,0.0,561.0,561.0,GasA,TA,Y,SBrkr,561,668,0,1229,0.0,0.0,1,1,2,1,TA,5,Typ,1,TA,Attchd,Fin,2.0,462.0,TA,TA,Y,154,0,0,0,0,0,No,MnPrv,No,0,7,2009,WD,Normal,40
1911,80,RL,68.58035714285714,13607,Pave,No,IR1,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,SLvl,6,6,1986,1986,Gable,CompShg,VinylSd,VinylSd,BrkFace,242.0,TA,Gd,CBlock,TA,TA,No,ALQ,454.0,Unf,0.0,118.0,572.0,GasA,Gd,Y,SBrkr,1182,800,0,1982,1.0,0.0,2,1,3,1,TA,6,Typ,1,TA,BuiltIn,Fin,2.0,501.0,TA,TA,Y,400,112,0,0,0,0,No,No,Shed,1500,4,2009,WD,Normal,34
1912,20,RL,68.58035714285714,17597,Pave,No,Reg,Bnk,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,7,9,1971,2009,Hip,CompShg,BrkFace,BrkFace,None,0.0,Gd,Gd,CBlock,Gd,TA,No,GLQ,803.0,ALQ,419.0,581.0,1803.0,GasA,TA,Y,SBrkr,2365,0,0,2365,1.0,0.0,2,0,3,1,Ex,7,Min1,2,Gd,Attchd,Fin,2.0,551.0,TA,TA,Y,200,144,0,0,0,0,No,GdPrv,No,0,7,2009,WD,Normal,49
1913,70,RM,50.0,8660,Pave,No,Reg,Bnk,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,2Story,5,6,1900,1993,Gambrel,CompShg,AsbShng,AsbShng,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,760.0,760.0,GasA,Ex,N,SBrkr,928,928,312,2168,0.0,0.0,2,0,5,1,Gd,11,Typ,0,No,Detchd,Unf,2.0,576.0,TA,TA,Y,467,160,78,0,0,0,No,No,No,0,12,2009,WD,Normal,22
1914,30,C (all),60.0,10200,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,4,6,1925,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0.0,Unf,0.0,572.0,572.0,GasA,Fa,N,FuseP,572,0,0,572,0.0,0.0,1,0,2,1,TA,4,Typ,0,No,Detchd,Unf,1.0,200.0,TA,TA,N,0,0,72,0,0,0,No,No,No,0,5,2009,WD,Normal,80
1915,120,RM,44.0,3843,Pave,No,IR1,HLS,AllPub,Inside,Mod,Crawfor,Norm,Norm,TwnhsE,1Story,8,5,2007,2008,Hip,CompShg,CemntBd,CmentBd,Stone,174.0,Ex,TA,PConc,Ex,TA,Gd,GLQ,1476.0,Unf,0.0,120.0,1596.0,GasA,Ex,Y,SBrkr,1648,0,0,1648,1.0,1.0,2,0,2,1,Ex,5,Typ,1,Gd,Attchd,Fin,2.0,482.0,TA,TA,Y,162,53,0,153,0,0,No,No,No,0,6,2009,New,Partial,13
1916,30,,109.0,21780,Grvl,No,Reg,Lvl,,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,2,4,1910,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,Fa,Fa,CBlock,No,No,No,No,0.0,No,0.0,0.0,0.0,GasA,TA,N,FuseA,810,0,0,810,0.0,0.0,1,0,1,1,TA,4,Min1,0,No,Detchd,Unf,1.0,280.0,TA,TA,N,119,24,0,0,0,0,No,No,No,0,3,2009,ConLD,Normal,45
1917,60,RL,75.0,10125,Pave,No,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,2Story,8,5,2000,2001,Gable,CompShg,CemntBd,CmentBd,None,0.0,Gd,TA,PConc,Gd,TA,No,ALQ,445.0,BLQ,250.0,412.0,1107.0,GasA,Ex,Y,SBrkr,1040,1012,0,2052,0.0,0.0,2,1,3,1,Gd,7,Typ,1,TA,BuiltIn,Fin,3.0,642.0,TA,TA,Y,210,91,0,0,0,0,No,No,No,0,5,2009,WD,Normal,20
1918,85,RL,75.0,9750,Pave,No,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,SFoyer,6,6,1977,1977,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,TA,TA,Av,ALQ,767.0,Unf,0.0,135.0,902.0,GasA,Ex,Y,SBrkr,926,0,0,926,1.0,0.0,1,0,2,1,TA,5,Typ,1,TA,Attchd,Unf,1.0,351.0,TA,TA,Y,319,0,0,0,0,0,No,MnPrv,No,0,4,2009,WD,Normal,43
1919,85,RL,72.0,9360,Pave,No,Reg,Bnk,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,SFoyer,6,7,1977,1977,Gable,CompShg,Plywood,Plywood,None,0.0,TA,TA,CBlock,Gd,TA,Av,GLQ,841.0,LwQ,116.0,0.0,957.0,GasA,TA,Y,SBrkr,1287,0,0,1287,1.0,0.0,1,1,2,1,TA,5,Typ,2,Fa,Attchd,RFn,2.0,541.0,TA,TA,Y,302,39,0,0,120,0,No,GdWo,No,0,11,2009,WD,Normal,43
1920,20,RL,82.0,11070,Pave,No,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,5,1991,1991,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,PConc,Gd,TA,No,BLQ,55.0,Unf,0.0,1527.0,1582.0,GasA,TA,Y,SBrkr,1595,0,0,1595,1.0,0.0,2,0,2,1,TA,5,Typ,0,No,Detchd,Unf,2.0,672.0,TA,TA,Y,0,0,0,0,0,0,No,No,No,0,4,2009,COD,Abnorml,29
1921,20,RL,113.0,13438,Pave,No,IR1,HLS,AllPub,Corner,Gtl,Timber,Norm,Norm,1Fam,1Story,9,5,2008,2008,Gable,CompShg,CemntBd,CmentBd,Stone,246.0,Ex,TA,CBlock,Ex,TA,Gd,GLQ,1758.0,Unf,0.0,432.0,2190.0,GasA,Ex,Y,SBrkr,2036,0,0,2036,1.0,0.0,2,0,3,1,Ex,9,Typ,1,Ex,Attchd,Fin,3.0,780.0,TA,TA,Y,90,154,0,0,0,0,No,No,No,0,7,2009,WD,Normal,12
1922,20,RL,79.0,14463,Pave,No,IR1,HLS,AllPub,Corner,Gtl,Timber,Norm,Norm,1Fam,1Story,9,5,2008,2008,Gable,CompShg,CemntBd,CmentBd,BrkFace,406.0,Ex,TA,PConc,Ex,TA,Gd,GLQ,1115.0,Unf,0.0,526.0,1641.0,GasA,Ex,Y,SBrkr,1641,0,0,1641,1.0,0.0,2,0,3,1,Ex,7,Typ,0,No,Attchd,Fin,3.0,885.0,TA,TA,Y,0,95,0,0,0,0,No,No,No,0,1,2009,WD,Normal,12
1923,60,RL,68.58035714285714,9839,Pave,No,IR1,Lvl,AllPub,CulDSac,Gtl,Timber,Norm,Norm,1Fam,2Story,6,8,1980,2006,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,Gd,PConc,Gd,TA,No,ALQ,462.0,Unf,0.0,250.0,712.0,GasA,Ex,Y,SBrkr,1375,862,0,2237,0.0,0.0,2,1,3,1,Gd,7,Typ,1,TA,BuiltIn,Fin,2.0,440.0,TA,TA,Y,305,24,0,0,0,0,No,No,Shed,2500,2,2009,WD,Normal,40
1924,80,RL,125.0,14419,Pave,No,IR1,Lvl,AllPub,Corner,Gtl,Timber,Norm,Norm,1Fam,SLvl,7,5,1987,1989,Hip,CompShg,Plywood,Plywood,BrkFace,310.0,TA,TA,PConc,Gd,TA,Gd,GLQ,904.0,ALQ,624.0,117.0,1645.0,GasA,Ex,Y,SBrkr,1479,0,0,1479,2.0,0.0,2,1,3,1,Gd,7,Min1,1,Fa,Attchd,Fin,2.0,578.0,TA,TA,Y,224,238,0,0,0,0,No,No,No,0,7,2009,WD,Normal,33
1925,60,RL,75.0,9157,Pave,No,IR1,Lvl,AllPub,Corner,Gtl,Timber,Norm,Norm,1Fam,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,None,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,912.0,912.0,GasA,Ex,Y,SBrkr,1072,942,0,2014,0.0,0.0,2,1,3,1,Gd,9,Typ,0,No,Attchd,Fin,2.0,486.0,TA,TA,Y,124,114,0,0,0,0,No,No,No,0,2,2009,WD,Abnorml,17
1926,20,RL,85.0,12633,Pave,No,IR1,HLS,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,9,5,2007,2007,Hip,CompShg,CemntBd,CmentBd,Stone,290.0,Ex,TA,PConc,Ex,TA,Gd,GLQ,1640.0,Unf,0.0,338.0,1978.0,GasA,Ex,Y,SBrkr,1978,0,0,1978,1.0,0.0,2,0,2,1,Ex,7,Typ,1,Gd,Attchd,Fin,3.0,920.0,TA,TA,Y,308,52,0,0,0,0,No,No,No,0,5,2009,WD,Normal,13
1927,20,RL,75.0,12518,Pave,No,IR1,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,7,1968,1968,Gable,CompShg,HdBoard,HdBoard,BrkFace,182.0,TA,TA,CBlock,TA,TA,No,ALQ,532.0,Unf,0.0,476.0,1008.0,GasA,Gd,Y,SBrkr,1008,0,0,1008,0.0,0.0,1,0,3,1,Gd,6,Typ,0,No,Attchd,Unf,1.0,384.0,TA,TA,Y,144,0,0,0,0,0,No,MnPrv,No,0,4,2009,WD,Normal,52
1928,20,RL,83.0,13383,Pave,No,IR1,Lvl,AllPub,Inside,Mod,Mitchel,Norm,Norm,1Fam,1Story,5,5,1969,2000,Hip,CompShg,HdBoard,HdBoard,BrkFace,176.0,TA,TA,CBlock,TA,TA,No,BLQ,594.0,Unf,0.0,594.0,1188.0,GasA,Ex,Y,SBrkr,1404,0,0,1404,0.0,0.0,2,0,3,1,TA,7,Typ,1,Po,Attchd,Unf,2.0,504.0,TA,TA,Y,0,16,0,0,0,0,No,No,No,0,3,2009,WD,Normal,51
1929,85,RL,50.0,7689,Pave,No,IR1,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,SFoyer,5,8,1972,1972,Gable,CompShg,MetalSd,MetalSd,None,0.0,TA,TA,CBlock,Gd,TA,Av,GLQ,720.0,BLQ,76.0,0.0,796.0,GasA,Gd,Y,SBrkr,796,0,0,796,0.0,1.0,1,0,2,1,TA,4,Typ,0,No,Detchd,Unf,1.0,336.0,TA,TA,Y,138,0,0,0,0,0,No,MnPrv,No,0,7,2009,WD,Normal,22
1930,80,RL,62.0,7706,Pave,No,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,SLvl,6,5,1993,1996,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,Gd,CBlock,Gd,TA,Av,Rec,114.0,GLQ,270.0,0.0,384.0,GasA,Ex,Y,SBrkr,1091,0,0,1091,0.0,1.0,1,0,2,1,TA,5,Typ,0,No,Attchd,Fin,1.0,429.0,TA,TA,Y,280,0,0,0,0,0,No,No,Shed,700,8,2009,WD,Normal,27
1931,85,RL,70.0,7669,Pave,No,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,SFoyer,5,6,1992,1993,Gable,CompShg,HdBoard,Wd Shng,None,0.0,TA,TA,PConc,Gd,TA,Av,GLQ,718.0,LwQ,110.0,0.0,828.0,GasA,TA,Y,SBrkr,883,0,0,883,1.0,0.0,1,0,2,1,TA,5,Typ,1,Fa,Detchd,Unf,2.0,698.0,TA,TA,Y,100,32,0,0,0,0,No,GdPrv,No,0,6,2009,WD,Normal,22
1932,60,RL,62.0,10429,Pave,No,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,2Story,5,5,1992,1992,Gable,CompShg,HdBoard,Wd Shng,None,0.0,TA,TA,PConc,Gd,TA,No,ALQ,330.0,Unf,0.0,294.0,624.0,GasA,TA,Y,SBrkr,624,663,0,1287,0.0,0.0,1,1,3,1,TA,6,Typ,0,No,Detchd,Unf,2.0,440.0,TA,TA,Y,150,0,0,0,0,0,No,No,No,0,7,2009,WD,Normal,19
1933,60,RL,70.0,10457,Pave,No,IR1,Lvl,AllPub,Inside,Mod,Mitchel,Norm,Norm,1Fam,2Story,5,7,1969,1969,Gable,CompShg,VinylSd,VinylSd,BrkFace,178.0,Gd,Ex,CBlock,TA,TA,Gd,BLQ,496.0,LwQ,288.0,0.0,784.0,GasA,Ex,Y,SBrkr,784,848,0,1632,0.0,0.0,1,1,4,1,TA,7,Typ,1,TA,Attchd,RFn,2.0,898.0,TA,TA,Y,0,173,368,0,0,0,No,MnPrv,No,0,4,2009,WD,Normal,51
1934,60,RL,72.0,8702,Pave,No,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1997,1998,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,TA,TA,No,BLQ,706.0,Unf,0.0,220.0,926.0,GasA,Ex,Y,SBrkr,926,678,0,1604,0.0,0.0,2,1,3,1,TA,7,Typ,1,TA,Attchd,Fin,2.0,470.0,TA,TA,Y,0,36,0,0,0,0,No,No,No,0,4,2008,WD,Normal,23
1935,60,RL,65.0,8139,Pave,No,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1995,1996,Gable,CompShg,VinylSd,VinylSd,BrkFace,119.0,TA,TA,PConc,Gd,TA,No,ALQ,476.0,Unf,0.0,204.0,680.0,GasA,Gd,Y,SBrkr,680,790,0,1470,0.0,0.0,2,1,3,1,TA,7,Typ,1,TA,BuiltIn,Fin,2.0,420.0,TA,TA,Y,192,49,0,0,0,0,No,No,No,0,10,2008,WD,Normal,25
1936,60,RL,59.0,9535,Pave,No,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,None,0.0,TA,TA,PConc,Gd,TA,Gd,GLQ,851.0,Unf,0.0,75.0,926.0,GasA,Ex,Y,SBrkr,926,678,0,1604,0.0,0.0,2,1,3,1,TA,7,Typ,0,No,Attchd,Fin,2.0,472.0,TA,TA,Y,100,82,0,0,0,0,No,No,No,0,5,2008,WD,Normal,22
1937,60,RL,68.58035714285714,15038,Pave,No,IR2,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1996,1996,Gable,CompShg,HdBoard,HdBoard,None,0.0,TA,TA,PConc,Gd,TA,No,Rec,138.0,Unf,0.0,778.0,916.0,GasA,Gd,Y,SBrkr,916,720,0,1636,0.0,0.0,2,1,3,1,TA,7,Typ,1,TA,Attchd,Fin,2.0,386.0,TA,TA,Y,168,84,0,0,0,0,No,No,No,0,11,2008,WD,Normal,24
1938,20,RL,53.0,14137,Pave,No,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,1Story,5,5,1996,1997,Gable,CompShg,HdBoard,HdBoard,None,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,450.0,Unf,0.0,898.0,1348.0,GasA,Gd,Y,SBrkr,1384,0,0,1384,1.0,0.0,2,0,3,1,Gd,7,Typ,0,No,Attchd,Unf,2.0,404.0,TA,TA,Y,0,39,0,0,0,0,No,No,No,0,11,2008,WD,Normal,24
1939,120,RL,45.0,6264,Pave,No,IR1,Lvl,AllPub,Corner,Gtl,StoneBr,Norm,Norm,1Fam,1Story,8,5,1997,1997,Gable,CompShg,CemntBd,CmentBd,None,0.0,Gd,TA,PConc,Ex,TA,Mn,GLQ,656.0,Unf,0.0,1008.0,1664.0,GasA,Ex,Y,SBrkr,1682,0,0,1682,1.0,0.0,1,1,1,1,Gd,6,Min1,1,TA,Attchd,Fin,2.0,528.0,TA,TA,Y,0,0,0,0,0,0,No,No,No,0,7,2008,WD,Normal,23
